service_id,date,exception_type
20678,20160815,2
20678,20160816,2
20678,20160817,2
20678,20160818,2
20678,20160819,2
20678,20160820,2
20678,20160821,2
20678,20160822,2
20678,20160823,2
20678,20160824,2
20678,20160825,2
20678,20160826,2
20678,20160827,2
20678,20160828,2
20678,20160829,2
20678,20160830,2
20678,20160831,2
20678,20161224,2
20678,20161225,2
20678,20161226,2
20679,20160101,2
20679,20160224,2
20679,20160325,2
20679,20160327,2
20679,20160501,2
20679,20160515,2
20679,20160623,2
20679,20160624,2
20679,20160701,2
20679,20160702,2
20679,20160703,2
20679,20160704,2
20679,20160705,2
20679,20160706,2
20679,20160707,2
20679,20160708,2
20679,20160709,2
20679,20160710,2
20679,20160711,2
20679,20160712,2
20679,20160713,2
20679,20160714,2
20679,20160715,2
20679,20160716,2
20679,20160717,2
20679,20160718,2
20679,20160719,2
20679,20160720,2
20679,20160721,2
20679,20160722,2
20679,20160723,2
20679,20160724,2
20679,20160725,2
20679,20160726,2
20679,20160727,2
20679,20160728,2
20679,20160729,2
20679,20160730,2
20679,20160731,2
20679,20160801,2
20679,20160802,2
20679,20160803,2
20679,20160804,2
20679,20160805,2
20679,20160806,2
20679,20160807,2
20679,20160808,2
20679,20160809,2
20679,20160810,2
20679,20160811,2
20679,20160812,2
20679,20160813,2
20679,20160814,2
20679,20160815,2
20679,20160816,2
20679,20160817,2
20679,20160818,2
20679,20160819,2
20679,20160820,2
20679,20160821,2
20679,20160822,2
20679,20160823,2
20679,20160824,2
20679,20160825,2
20679,20160826,2
20679,20160827,2
20679,20160828,2
20679,20160829,2
20679,20160830,2
20679,20160831,2
20679,20161224,2
20679,20161225,2
20679,20161226,2
20685,20160101,1
20685,20160224,1
20685,20160325,1
20685,20160623,1
20685,20160624,1
20685,20161226,1
20686,20160101,1
20686,20160224,1
20686,20160325,1
20686,20160623,1
20686,20160624,1
20686,20161226,1
20688,20160101,2
20688,20160224,2
20688,20160325,2
20688,20160327,2
20688,20160501,2
20688,20160515,2
20688,20160623,2
20688,20160624,2
20688,20160820,2
20688,20161224,2
20688,20161225,2
20688,20161226,2
20689,20160101,2
20689,20160224,2
20689,20160325,2
20689,20160327,2
20689,20160501,2
20689,20160515,2
20689,20160623,2
20689,20160624,2
20689,20160820,2
20689,20161224,2
20689,20161225,2
20689,20161226,2
20742,20160101,1
20742,20160224,1
20742,20160325,1
20742,20160623,1
20742,20160624,1
20742,20161226,1
20782,20160224,2
20782,20160623,2
20782,20161226,2
20785,20160101,2
20785,20160224,2
20785,20160325,2
20785,20160327,2
20785,20160501,2
20785,20160515,2
20785,20160623,2
20785,20160624,2
20785,20160820,2
20785,20161224,2
20785,20161225,2
20785,20161226,2
20791,20160101,2
20791,20160224,2
20791,20160325,2
20791,20160327,2
20791,20160501,2
20791,20160515,2
20791,20160623,2
20791,20160624,2
20791,20160820,2
20791,20161224,2
20791,20161225,2
20791,20161226,2
20792,20160101,2
20792,20160224,2
20792,20160325,2
20792,20160327,2
20792,20160501,2
20792,20160515,2
20792,20160623,2
20792,20160624,2
20792,20160820,2
20792,20161224,2
20792,20161225,2
20792,20161226,2
20816,20160101,2
20816,20160224,2
20816,20160325,2
20816,20160327,2
20816,20160501,2
20816,20160515,2
20816,20160623,2
20816,20160624,2
20816,20160820,2
20816,20161224,2
20816,20161225,2
20816,20161226,2
20817,20160101,2
20817,20160224,2
20817,20160325,2
20817,20160327,2
20817,20160501,2
20817,20160515,2
20817,20160623,2
20817,20160624,2
20817,20160820,2
20817,20161224,2
20817,20161225,2
20817,20161226,2
20827,20160101,2
20827,20160224,2
20827,20160325,2
20827,20160623,2
20827,20160624,2
20827,20160820,2
20827,20161224,2
20827,20161226,2
20828,20160101,2
20828,20160224,2
20828,20160325,2
20828,20160327,2
20828,20160501,2
20828,20160515,2
20828,20160623,2
20828,20160624,2
20828,20160820,2
20828,20161224,2
20828,20161225,2
20828,20161226,2
20831,20160101,1
20831,20160224,1
20831,20160325,1
20831,20160623,1
20831,20160624,1
20831,20161226,1
20832,20160101,2
20832,20160224,2
20832,20160325,2
20832,20160623,2
20832,20160624,2
