service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
80583,0,0,0,0,0,1,1,20160102,20161231
80584,0,0,0,0,0,1,1,20160102,20161231
80585,1,1,1,1,1,0,0,20160102,20161231
80586,1,1,1,1,1,0,0,20160102,20161231
80587,1,1,1,1,1,0,0,20160102,20161231
80588,1,1,1,1,1,0,0,20160102,20161231
80589,1,1,1,1,1,0,0,20160102,20161231
80590,1,1,1,1,1,0,0,20160102,20161231
80591,0,0,0,0,0,1,1,20160102,20161231
80592,0,0,0,0,0,1,1,20160102,20161231
80593,0,0,0,0,0,1,1,20160102,20161231
80594,1,1,1,1,1,0,0,20160102,20161231
80595,1,1,1,1,1,0,0,20160102,20161231
80596,1,1,1,1,1,0,0,20160102,20161231
80597,1,1,1,1,1,0,0,20160102,20161231
80598,0,0,0,0,0,1,1,20160102,20161231
80599,0,0,0,0,0,1,1,20160102,20161231
80600,0,0,0,0,0,1,1,20160102,20161231
80601,0,0,0,0,0,1,1,20160102,20161231
80602,1,1,1,1,1,0,0,20160102,20161231
80603,1,1,1,1,1,0,0,20160102,20161231
80604,1,1,1,1,1,0,0,20160102,20161231
80605,1,1,1,1,1,0,0,20160102,20161231
80606,1,1,1,1,1,0,0,20160102,20161231
80607,1,1,1,1,1,0,0,20160102,20161231
80608,1,1,1,1,1,0,0,20160102,20161231
80609,0,0,0,0,0,1,1,20160102,20161231
80610,0,0,0,0,0,1,1,20160102,20161231
80611,0,0,0,0,0,1,1,20160102,20161231
80612,0,0,0,0,0,1,1,20160102,20161231
80613,1,1,1,1,1,0,0,20160102,20161231
80614,1,1,1,1,1,0,0,20160102,20161231
80615,0,0,0,0,0,1,1,20160102,20161231
80616,1,1,1,1,1,0,0,20160102,20161231
80617,1,1,1,1,1,0,0,20160102,20161231
80618,1,1,1,1,1,0,0,20160102,20161231
80619,1,1,1,1,1,0,0,20160102,20161231
80620,0,0,0,0,0,1,1,20160102,20161231
80621,0,0,0,0,0,1,1,20160102,20161231
80622,1,1,1,1,1,0,0,20160102,20161231
80623,1,1,1,1,1,0,0,20160102,20161231
80624,1,1,1,1,1,0,0,20160102,20161231
80625,0,0,0,0,0,1,1,20160102,20161231
80626,1,1,1,1,1,0,0,20160102,20161231
80627,1,1,1,1,1,0,0,20160102,20161231
80628,0,0,0,0,0,1,1,20160102,20161231
80631,1,1,1,1,1,0,0,20160102,20161231
80632,0,0,0,0,0,1,1,20160102,20161231
80633,1,1,1,1,1,0,0,20160102,20161231
80634,0,0,0,0,0,1,0,20160102,20161231
80635,0,0,0,0,0,0,1,20160102,20161231
80636,1,1,1,1,1,0,0,20160102,20161231
80637,1,1,1,1,1,0,0,20160102,20161231
80638,1,1,1,1,1,0,0,20160102,20161231
80639,1,1,1,1,1,0,0,20160102,20161231
80640,0,0,0,0,0,1,1,20160102,20161231
80641,0,0,0,0,0,1,1,20160102,20161231
80642,0,0,0,0,0,1,1,20160102,20161231
80643,1,1,1,1,1,0,0,20160102,20161231
80644,1,1,1,1,1,0,0,20160102,20161231
80645,1,1,1,1,1,0,0,20160102,20161231
80646,1,1,1,1,1,0,0,20160102,20161231
80647,1,1,1,1,1,0,0,20160102,20161231
80648,1,1,1,1,1,0,0,20160102,20161231
80649,0,0,0,0,0,1,1,20160102,20161231
80650,0,0,0,0,0,1,1,20160102,20161231
80651,1,1,1,1,1,0,0,20160102,20161231
80652,0,0,0,0,0,1,0,20160102,20161231
80653,0,0,0,0,0,0,1,20160102,20161231
80654,1,1,1,1,1,0,0,20160102,20161231
80655,0,0,0,0,0,1,0,20160102,20161231
80656,0,0,0,0,0,0,1,20160102,20161231
80659,1,1,1,1,1,1,1,20160101,20181231
80660,1,1,1,1,1,1,1,20160101,20181231
80676,0,1,0,0,1,0,0,20160111,20161231
80677,0,1,0,0,1,0,0,20160111,20161231
80678,0,1,0,0,1,0,0,20160111,20161231
80679,0,1,0,0,1,0,0,20160111,20161231
80680,0,1,0,0,1,0,0,20160111,20161231
80681,0,1,0,0,1,0,0,20160111,20161231
80687,0,0,0,0,0,0,1,20160101,20181231
80688,1,1,1,1,1,1,0,20160101,20181231
80689,1,1,1,1,1,0,0,20160111,20161231
80691,1,0,0,0,0,0,0,20160101,20160101
80692,0,0,0,0,1,1,1,20160101,20160101
80693,1,1,1,1,1,0,0,20160111,20161231
