route_id,agency_id,route_short_name,route_long_name,route_type,route_color,competent_authority
c6c46170c6c39313c81b726b065a9a8a,100046,119,Tallinn - Harutee - Riisipere - Turba - Lehetu,3,00933C,Harjumaa ÜTK
f6b14c6b3c2cf4e0fb5ada3e8015dc81,60,119,Tartu - Vorbuse - Haage - Tartu,3,00933C,Tartu MV
5d5987d733fb7e62a6f4fff9df2f3c09,60,12,Koidula gümnaasium - Mai - Liiva - Uus-Sauga - Vana-Sauga,3,DE2C42,Pärnu LV
f73d75b24d78cebeaaac937ae94d9ae5,227,12,Väike-Õismäe - Priisle,3,DE2C42,Tallinna TA
3bab216bfd9ec8a304e6da7a49d7cd03,33,12,Sendi - Kalda - Kreenholmi manufaktuur - AÜ Romaska,3,DE2C42,Narva LV
97e270b55c642c184e332af3f21510d1,50,12,Tähe - Nõlvaku - Tähe,3,DE2C42,Tartu LV
f2b39f35362b0c3cc0e5b60ca9426822,100010,12,Kohtla-Järve polikliinik- Maleva,3,FF6319,Kohtla-Järve LV
f5e42ff5187d4f3d6e1b86054e2f371d,71,12,Eidapere - Lelle - Rapla,3,00933C,Rapla MV
47ebdc6ba0bca1d78c727caf95db98f6,100047,12,Tõrva - Jõgeveste - Tõrva,3,00933C,Valga MV
5e9f26444b33e58451f89d2d52201877,100046,12,Koeru - Vahuküla - Ervita,3,00933C,Järvamaa ÜTK
9c913f5ef8164f26132025a6b521a318,289,12,Viljandi - Holstre - Viljandi,3,00933C,Viljandi MV
908dd36e61866228616ae6ff7e96cd5a,60,12,Rakke - Koeru,3,00933C,Lääne-Viru MV
0e50850c7fcfa7ca6a7c09057dd7603d,25,12,Lihula - Kloostri - Rumba - Lihula,3,00933C,Lääne MV
9770254566ca7ebffaace15f78598b74,50,12,Võru - Tsolgo - Võru,3,00933C,Võru MV
c9b382288f08803fc003004de6fdd587,60,120,Tartu - Laeva - Siniküla,3,00933C,Tartu MV
75291535026d299e1caed250412c6d8b,99,120,Tallinn - Jüri,3,00933C,Harjumaa ÜTK
76d5c6e6cf6b147b03ecde32e9bab8e5,60,121,Siniküla - Laeva - Tartu,3,00933C,Tartu MV
8c7d42e074d3e16ec7209455ad715201,99,121,Tallinn - Järveküla  - Peetri - Mõigu - Tallinn,3,00933C,Harjumaa ÜTK
4f856f17cf87b49d3ade697da895a01a,100046,12-1,Kesklinn-Tooma-Päevakeskus-Haigla-TuulteRoos-Kesklinn,3,DE2C42,Saare MV
0392a4cb93f5c23fccaae3a21b4cd8dd,100046,122,Tallinn - Tabasalu - Vääna-Jõesuu,3,00933C,Harjumaa ÜTK
322be7c8be279aa6f2b88433f8b80acd,100010,122,Järve küla - Kohtla-Järve - Jõhvi - Viru Vangla,3,F55ADC,Ida-Viru MV
730b0d0f3f1f237449ad9efb71f0f1e5,100046,12-2,Kesklinn-Niidu-Kalmistu-Bauhof-Kudjape-Nooruse-Keskväljak,3,DE2C42,Saare MV
88a2f72c43c054394b91fbb866cbb048,100046,123,Suurupi - Vääna-Viti - Liikva - Tabasalu - Tallinn,3,00933C,Harjumaa ÜTK
b7fbc0eb23c63a8397435043e1984619,100046,12-3,Keskväljak-Roomassaare-Lennujaam-Merevärav-Lennujaam-Roomassaare- Kesklinn,3,DE2C42,Saare MV
6351d23cee329bcb3e372cff5150510d,100046,124,Mustamäe - Tabasalu - Vääna-Jõesuu,3,00933C,Harjumaa ÜTK
ea2f38bf56044d6a00532adbdf3e0f61,100046,12-4,Kesklinn-Smuuli-Kellamäe-Smuuli-Keskväljak,3,DE2C42,Saare MV
7603ee7f5241e27f7b42164b2e159110,99,125,Tallinn - Jüri - Lagedi,3,00933C,Harjumaa ÜTK
7f11e07fdfd4cfedeb7c79b3ff0f1027,100046,126,Tallinn - Tabasalu - Vääna-Jõesuu - Keila-Joa - Lohusalu,3,00933C,Harjumaa ÜTK
545dbdc1468d50c30c3043d9bd98c8f8,100046,127,Tallinn - Tabasalu - Vääna - Keila-Joa - Kloogaranna,3,00933C,Harjumaa ÜTK
fbec9d423611b7c95c7df2bf3b9622b2,100046,128,Tallinn - Tabasalu - Vääna-Jõesuu - Lohusalu - Kloogaranna,3,00933C,Harjumaa ÜTK
0a322e9a86ac0475db489c3a79e4e764,100046,129,Tallinn - Tabasalu - Suurupi,3,00933C,Harjumaa ÜTK
31dce962dbc75332278f665d125f0718,60,13,Tammiste aiand - Haigla - Oja - Vana-Sauga - Kalurihall,3,DE2C42,Pärnu LV
1e657124a4db1f0c531e51b810d1b3d8,227,13,Väike-Õismäe - Seli,3,DE2C42,Tallinna TA
b1fa388df3039716a99bb851cb9be733,50,13,Sepa Turg - Paju - Sepa Turg,3,DE2C42,Tartu LV
afea28eda75df88c9d1c41c54907bbbe,71,13,Kohila - Aespa - Kohila,3,00933C,Rapla MV
d19e2babb48f8caca5414cff5a5e2c14,100047,13,Tõrva-Sangaste-Otepää,3,00933C,Valga MV
e732fd1be540e65c9dbab86f72ac7799,100046,13,Viljandi - Kildu - Suure-Jaani,3,00933C,Viljandi MV
77094079ca6ab0f83a4dd6e0938b9f76,60,13,Rakke - Piibe - Liigvalla - Rakke,3,00933C,Lääne-Viru MV
0336f63966e167300b0fdc3963c49efd,60,13,Põlva - Mooste - Leevaku keskus - Kauksi - Põlva,3,00933C,Põlva MV
af76419e27ed1888d62b2dff99bf80f6,50,13,Võru - Rõuge - Haanja - Ruusmäe - Luutsniku - Haanja - Rõuge - Võru,3,00933C,Võru MV
0785b7985ff9992a043e5ada659e7be6,100,130,Võru - Kanepi - Tartu - Tallinn,3,E6FA32,Maanteeamet
54d8594c73b88d1b98b4added6ab32c9,99,130,Tallinn - Vaida - Tuhala - Kose,3,00933C,Harjumaa ÜTK
b807a1ac963145c71bfd7a35b9279e3d,99,131,Tallinn - Vaida,3,00933C,Harjumaa ÜTK
dc8301fd2b3bce3afd9197b29b6650c1,100046,133,Keila - Harutee -  Riisipere - Turba - Ellamaa - Lehetu,3,00933C,Harjumaa ÜTK
d1ce021f2a717c8a93b1179004770944,100010,133,Iidla - Jõhvi - Viru Vangla,3,F55ADC,Ida-Viru MV
b7a29da6030049a3126e6f6cf83518e8,99,135,Tallinn - Jüri - Aruküla - Peningi,3,00933C,Harjumaa ÜTK
2e24bef538b68a0514c179bd026385bc,99,135C,Tallinn - Jüri - Aruküla - Peningi - Urvaste,3,00933C,Harjumaa ÜTK
d1d7b2b241441ad26488dd2d4059408d,100046,136,Tallinn - Harku - Keila - Ämari - Madise - Paldiski,3,00933C,Harjumaa ÜTK
9c902c9d6340e55c1f02878b8a789678,100046,137,Tallinn - Tabasalu - Vääna-Jõesuu,3,00933C,Harjumaa ÜTK
75512085b78bc5d6928054a17c1101fb,99,138,Tallinn - Vaida - Kose,3,00933C,Harjumaa ÜTK
36f19d01632ce46cb462bd165b1db90b,99,139,Tallinn - Vaida - Kose-Uuemõisa -  Kose  - Ardu,3,00933C,Harjumaa ÜTK
8c8aa978da144fe802b85286476fd575,60,14,Metsamajand - Merimetsa - Papiniidu - Riia mnt - Oja - Haigla,3,DE2C42,Pärnu LV
b60cfc46cbd899ec3c6adcb4949acabd,50,14,Turu - Kasteheina - Turu,3,DE2C42,Tartu LV
4992588bea2465a4849ef783d2a2cf1a,56,14,Viru keskus - Vana-Pääsküla,3,DE2C42,Tallinna TA
e2a63130b6e99669df77eb3d6e25c2e7,71,14,Rapla - Kodila - Ohulepa,3,00933C,Rapla MV
39279275106df1fd5806665db5080218,100046,14,Ervita - Koeru - Vahuküla - Ervita,3,00933C,Järvamaa ÜTK
149286f71bd4a3e1cf6c50563b5d3942,60,14,Põlva - Kanepi,3,00933C,Põlva MV
7b4d11e13899657c10fb838881d294f8,50,14,Kesklinna park - Parksepa,3,00933C,Võru MV
2f6109b9ced9e8061e160d718c0b59fe,100046,143,Tallinn - Anija - Kehra,3,00933C,Harjumaa ÜTK
992bb837ee5e510d76393a4fa251d5dc,632,144,Tartu - Räpina - Värska,3,E6FA32,Maanteeamet
e29c9754c8478c1d64cb3d37f51f84d7,99,144,Tallinn - Kose-Risti - Kose,3,00933C,Harjumaa ÜTK
0b77a5628a6ffcf76ecaef2a6113beaf,99,144A,Kose - Kuivajõe - Tallinn,3,00933C,Harjumaa ÜTK
6b4dfd3924fede72b8e57476e682e26c,100041,145,Tartu - Viljandi - Kilingi-Nõmme - Pärnu,3,E6FA32,Maanteeamet
2c49d7a50457d49c23dd49480d91f0c2,100046,145,Tallinn - Harku - Keila - Paldiski,3,00933C,Harjumaa ÜTK
eca937230f3f5f1dbde2ac304bfa164c,100046,146,Tallinn - Harku - Keila - Ämari - Padise - Harju-Risti - Nõva,3,00933C,Harjumaa ÜTK
86f9284b0b3783a3cd206ee1904e4fd9,100046,147,Tallinn - Harku - Keila,3,00933C,Harjumaa ÜTK
9f1dfed9fe197e221fa958e55724c421,100046,148,Tallinn - Harku - Keila - Rummu,3,00933C,Harjumaa ÜTK
af1c77a4ffc30c657e1c8dd6489daba8,100041,149,Tartu - Viljandi - Pärnu - Lihula - Kuivastu - Orissaare - Kuressaare,3,E6FA32,Maanteeamet
d457890b56967fb38225e7c0c1944a5c,100046,149,Tallinn - Harku - Keila - Rummu - Haapsalu,3,00933C,Harjumaa ÜTK
2fe60cf567e207aa9d66d5fc453bb0cb,100046,15,Jõhvi-Sompa-Kohtla-Järve,3,DE2C42,Kohtla-Järve LV
9e6ab3c7b1250e1ac4a37fe2f66f2000,60,15,Tallinna mnt - Aia - Papiniidu - Raeküla - Silla tehnoküla,3,DE2C42,Pärnu LV
3700a3a14ad0ae522ba01e73de7fc0dc,50,15,Soola - Kasteheina - Soola,3,DE2C42,Tartu LV
15a5254e7c73169bbe6a745d5064709f,56,15,Viru keskus - Sõjamäe,3,DE2C42,Tallinna TA
60397c84a9091c0b5508dc806a02c59a,71,15,Rapla - Kodila - Varbola - Pajaka,3,00933C,Rapla MV
efe3e49572ffe3d342aec04bd3537ed5,100046,15,Türi bussijaam - Kärevere - Türi bussijaam,3,00933C,Järvamaa ÜTK
75bb200964309e1f2f9afa9dfdb8a78d,60,15,Rakvere - Kunda,3,00933C,Lääne-Viru MV
c65939050a422391a85deb557f989a13,60,15,Krootuse - Karaski - Peraküla- Karilatsi - Krootuse,3,00933C,Põlva MV
c5711b74ab934e8c9c4524494b7dc1d2,317,15,Variku - Inka - Linnamäe - Haapsalu,3,00933C,Lääne MV
97a380c0ed60ef4761539cd18e73877c,50,15,Mõniste - Vastse - Roosa - Mõniste - Karisöödi - Mõniste - Rõuge - Võru,3,00933C,Võru MV
add02fa1a9b782d85df59694133c5570,60,15,Rakvere - Kunda,3,F55ADC,Lääne-Viru MV
4079ac2b40e32e7a6a595bf31158b678,100041,150,Tartu - Põltsamaa - Mäo - Tallinn,3,E6FA32,Maanteeamet
3055a8ec30238987999295633bc33c58,100046,151,Tallinn - Laagna - Kuusalu - Kolga - Loksa,3,00933C,Harjumaa ÜTK
dc1a307df0766b30ee9e3e5b26fcfd0e,100046,15-1,Viljandi - Tänassilma - Valma - Vaibla,3,00933C,Viljandi MV
d9007a1a9b01c2487950d184203b43c8,100046,151A,Tallinn - Laagna -  Kuusalu - Loksa - Suurpea - Loksa,3,00933C,Harjumaa ÜTK
a8d3bd502dec7f62c9c3fa6dc70e328f,100041,152,Tallinn - Põltsamaa - Tartu,3,E6FA32,Maanteeamet
befc18c0a704f19d8c65a2392ce03c8e,100046,152,Tallinn - Kuusalu - Kolga - Loksa,3,00933C,Harjumaa ÜTK
004e27cced8c9086507c7d3791334cb5,100046,15-2,Viljandi - Tänassilma,3,00933C,Viljandi MV
05265623eb5777e594d5e41683a3b40e,100046,152B,Tallinn - Jõelähtme - Valkla - Kuusalu - Kolga - Loksa,3,00933C,Harjumaa ÜTK
0184aacf4a509a2649e35821741b28c8,100046,153,Tallinn - Laagna - Kuusalu - Kolga - Loksa - Pärispea - Loksa,3,00933C,Harjumaa ÜTK
428aea30a83c293bc2e5d9c154c5bfbe,317,153,Haapsalu - Risti - Märjamaa - Rapla - Türi - Paide - Tartu,3,00933C,Lääne MV
e0a980f9eb97df417044baf78d1bebd5,100046,154,Tallinn - Jõelähtme - Kaberla - Kiiu - Kuusalu - Muuksi - Leesi,3,00933C,Harjumaa ÜTK
252d53a719c789a34a499b672897a0ab,100041,155,Tartu - Tallinn,3,E6FA32,Maanteeamet
d9ab2a118676d03f93286d08c728ce1a,100046,155,Tallinn - Laagna - Kuusalu - Loksa,3,00933C,Harjumaa ÜTK
b5d67f144575f9f2e2dcd3e7d856e611,100046,156,Tallinn - Kuusalu - Kahala - Kolga - Loksa - Hara,3,00933C,Harjumaa ÜTK
736b8a37a0b7653b36e1ecd3f0dd434c,100041,158,Tallinn - Mäo - Põltsamaa - Tartu,3,E6FA32,Maanteeamet
ccb95b168a30cadacf02e3295cee4b3d,100046,15-A,Viljandi - Vana-Võidu,3,00933C,Viljandi MV
4881a56a2d89d847f480e4c037d2c5a9,60,16,Tallinna mnt - Aia - Papiniidu - Tammiste aiand,3,DE2C42,Pärnu LV
2493fe3475f29c80297231f2e4cd6de7,50,16,Nõlvaku - Zoomeedikum,3,DE2C42,Tartu LV
1c2392da1e34e462ca7c3143f384b274,56,16,Väike-Õismäe - Tallinn-Väike,3,DE2C42,Tallinna TA
09210187b07e2eac82739d754d4d3058,71,16,Rapla - Raikküla - Järvakandi,3,00933C,Rapla MV
3c69a787ab6af0a6db51b78922274b40,100046,16,Türi bussijaam - Laupa,3,00933C,Järvamaa ÜTK
ee710bd42fa6d24431e4bb9a318865da,100046,16,Suure-Jaani - Pikkmetsa,3,00933C,Viljandi MV
82793909f88b5ef1451fb2f09b76bb69,60,16,Rakvere - Tapa,3,00933C,Lääne-Viru MV
2f565a8588f441c86cfe525f0839b164,60,16,Põlva - Mooste - Rasina - Ahja,3,00933C,Põlva MV
539934f9cb43054b9152f15ea48ce435,317,16,Haapsalu - Martna - Palivere,3,00933C,Lääne MV
957a5e6197c01832487e08fca265d0b8,50,16,Kesklinna park - Parksepa,3,00933C,Võru MV
